"Store","DayOfWeek","Date","Sales","Customers","Open","Promo","StateHoliday","SchoolHoliday"
10,3,"2013-05-08",5967,559,1,0,"0",0
11,3,"2013-05-08",13668,2017,1,0,"0",0
12,3,"2013-05-08",6251,715,1,0,"0",0
13,3,"2013-05-08",5674,951,1,0,"0",0
14,3,"2013-05-08",3560,396,1,0,"0",0
15,3,"2013-05-08",7207,919,1,0,"0",0
16,3,"2013-05-08",3105,415,1,0,"0",0
17,3,"2013-05-08",6703,588,1,0,"0",0
18,3,"2013-05-08",5668,467,1,0,"0",0
19,3,"2013-05-08",3948,381,1,0,"0",0
20,3,"2013-05-08",4989,805,1,0,"0",0
1,2,"2013-05-07",4131,542,1,0,"0",0
2,2,"2013-05-07",4698,576,1,0,"0",0
3,2,"2013-05-07",2789,383,1,0,"0",0
4,2,"2013-05-07",3675,346,1,0,"0",0
5,2,"2013-05-07",8681,906,1,0,"0",0
6,2,"2013-05-07",6266,581,1,0,"0",0
7,2,"2013-05-07",3985,488,1,0,"0",0
8,2,"2013-05-07",4715,429,1,0,"0",0
9,2,"2013-05-07",10522,1542,1,0,"0",0
10,2,"2013-05-07",5440,512,1,0,"0",0
11,2,"2013-05-07",14873,2104,1,0,"0",0
12,2,"2013-05-07",6427,705,1,0,"0",0
13,2,"2013-05-07",5958,909,1,0,"0",0
14,2,"2013-05-07",3324,412,1,0,"0",0
15,2,"2013-05-07",7009,787,1,0,"0",0
16,2,"2013-05-07",3060,346,1,0,"0",0
17,2,"2013-05-07",4842,417,1,0,"0",0
18,2,"2013-05-07",3992,307,1,0,"0",0
19,2,"2013-05-07",3936,368,1,0,"0",0
20,2,"2013-05-07",4848,749,1,0,"0",0
1,1,"2013-05-06",3840,511,1,0,"0",0
2,1,"2013-05-06",4530,548,1,0,"0",0
3,1,"2013-05-06",1991,300,1,0,"0",0
4,1,"2013-05-06",3593,365,1,0,"0",0
5,1,"2013-05-06",8415,940,1,0,"0",0
6,1,"2013-05-06",6746,604,1,0,"0",0
7,1,"2013-05-06",3744,471,1,0,"0",0
8,1,"2013-05-06",4910,455,1,0,"0",0
9,1,"2013-05-06",10422,1647,1,0,"0",0
10,1,"2013-05-06",5504,523,1,0,"0",0
11,1,"2013-05-06",15196,2198,1,0,"0",0
12,1,"2013-05-06",6175,695,1,0,"0",0
13,1,"2013-05-06",5504,883,1,0,"0",0
14,1,"2013-05-06",3095,390,1,0,"0",0
15,1,"2013-05-06",7410,1011,1,0,"0",0
16,1,"2013-05-06",2694,373,1,0,"0",0
17,1,"2013-05-06",4433,433,1,0,"0",0
18,1,"2013-05-06",4027,335,1,0,"0",0
19,1,"2013-05-06",3536,359,1,0,"0",0
20,1,"2013-05-06",5029,789,1,0,"0",0
1,7,"2013-05-05",0,0,0,0,"0",0
2,7,"2013-05-05",0,0,0,0,"0",0
3,7,"2013-05-05",0,0,0,0,"0",0
4,7,"2013-05-05",0,0,0,0,"0",0
5,7,"2013-05-05",0,0,0,0,"0",0
6,7,"2013-05-05",0,0,0,0,"0",0
7,7,"2013-05-05",0,0,0,0,"0",0
8,7,"2013-05-05",0,0,0,0,"0",0
9,7,"2013-05-05",0,0,0,0,"0",0
10,7,"2013-05-05",0,0,0,0,"0",0
11,7,"2013-05-05",0,0,0,0,"0",0
12,7,"2013-05-05",0,0,0,0,"0",0
13,7,"2013-05-05",0,0,0,0,"0",0
14,7,"2013-05-05",0,0,0,0,"0",0
15,7,"2013-05-05",0,0,0,0,"0",0
16,7,"2013-05-05",0,0,0,0,"0",0
17,7,"2013-05-05",0,0,0,0,"0",0
18,7,"2013-05-05",0,0,0,0,"0",0
19,7,"2013-05-05",0,0,0,0,"0",0
20,7,"2013-05-05",0,0,0,0,"0",0
1,6,"2013-05-04",2260,339,1,0,"0",0
2,6,"2013-05-04",1790,195,1,0,"0",0
3,6,"2013-05-04",937,125,1,0,"0",0
4,6,"2013-05-04",3101,307,1,0,"0",0
5,6,"2013-05-04",8888,1003,1,0,"0",0
6,6,"2013-05-04",6966,668,1,0,"0",0
7,6,"2013-05-04",2907,360,1,0,"0",0
8,6,"2013-05-04",5078,431,1,0,"0",0
9,6,"2013-05-04",9935,1476,1,0,"0",0
10,6,"2013-05-04",4195,379,1,0,"0",0
11,6,"2013-05-04",10517,1530,1,0,"0",0
12,6,"2013-05-04",4667,435,1,0,"0",0
13,6,"2013-05-04",5535,818,1,0,"0",0
14,6,"2013-05-04",1456,172,1,0,"0",0
15,6,"2013-05-04",4754,593,1,0,"0",0
16,6,"2013-05-04",3072,394,1,0,"0",0
17,6,"2013-05-04",6474,582,1,0,"0",0
18,6,"2013-05-04",4467,357,1,0,"0",0
19,6,"2013-05-04",2791,245,1,0,"0",0
20,6,"2013-05-04",3698,569,1,0,"0",0
1,5,"2013-05-03",5938,794,1,1,"0",0
2,5,"2013-05-03",5250,606,1,1,"0",0
3,5,"2013-05-03",3921,499,1,1,"0",0
4,5,"2013-05-03",5338,464,1,1,"0",0
5,5,"2013-05-03",12566,1273,1,1,"0",0
6,5,"2013-05-03",8850,721,1,1,"0",0
7,5,"2013-05-03",4721,555,1,1,"0",0
8,5,"2013-05-03",6121,511,1,1,"0",0
9,5,"2013-05-03",14351,1932,1,1,"0",0
10,5,"2013-05-03",7317,631,1,1,"0",0
11,5,"2013-05-03",17038,2288,1,1,"0",0
12,5,"2013-05-03",9144,829,1,1,"0",0
13,5,"2013-05-03",8084,1004,1,1,"0",0
14,5,"2013-05-03",5770,595,1,1,"0",0
15,5,"2013-05-03",9209,1098,1,1,"0",0
16,5,"2013-05-03",3500,422,1,1,"0",0
17,5,"2013-05-03",7014,602,1,1,"0",0
18,5,"2013-05-03",5569,416,1,1,"0",0
19,5,"2013-05-03",6915,504,1,1,"0",0
20,5,"2013-05-03",5529,796,1,1,"0",0
1,4,"2013-05-02",6699,762,1,1,"0",0
2,4,"2013-05-02",6978,766,1,1,"0",0
3,4,"2013-05-02",3799,448,1,1,"0",0
4,4,"2013-05-02",5245,473,1,1,"0",0
5,4,"2013-05-02",14009,1323,1,1,"0",0
6,4,"2013-05-02",10505,843,1,1,"0",0
7,4,"2013-05-02",5304,588,1,1,"0",0
8,4,"2013-05-02",6820,555,1,1,"0",0
9,4,"2013-05-02",14716,1970,1,1,"0",0
10,4,"2013-05-02",8280,689,1,1,"0",0
11,4,"2013-05-02",20921,2651,1,1,"0",0
12,4,"2013-05-02",10964,909,1,1,"0",0
13,4,"2013-05-02",9691,1179,1,1,"0",0
14,4,"2013-05-02",5644,567,1,1,"0",0
15,4,"2013-05-02",10131,1131,1,1,"0",0
16,4,"2013-05-02",4805,480,1,1,"0",0
17,4,"2013-05-02",7205,583,1,1,"0",0
18,4,"2013-05-02",5316,394,1,1,"0",0
19,4,"2013-05-02",6464,512,1,1,"0",0
20,4,"2013-05-02",6050,877,1,1,"0",0
1,3,"2013-05-01",0,0,0,1,"a",0
2,3,"2013-05-01",0,0,0,1,"a",0
3,3,"2013-05-01",0,0,0,1,"a",0
4,3,"2013-05-01",0,0,0,1,"a",0
5,3,"2013-05-01",0,0,0,1,"a",0
6,3,"2013-05-01",0,0,0,1,"a",0
7,3,"2013-05-01",0,0,0,1,"a",0
8,3,"2013-05-01",0,0,0,1,"a",0
9,3,"2013-05-01",0,0,0,1,"a",0
10,3,"2013-05-01",0,0,0,1,"a",0
11,3,"2013-05-01",0,0,0,1,"a",0
12,3,"2013-05-01",0,0,0,1,"a",0
13,3,"2013-05-01",0,0,0,1,"a",0
14,3,"2013-05-01",0,0,0,1,"a",0
15,3,"2013-05-01",0,0,0,1,"a",0
16,3,"2013-05-01",0,0,0,1,"a",0
17,3,"2013-05-01",0,0,0,1,"a",0
18,3,"2013-05-01",0,0,0,1,"a",0
19,3,"2013-05-01",0,0,0,1,"a",0
20,3,"2013-05-01",0,0,0,1,"a",0
1,2,"2013-04-30",6872,708,1,1,"0",0
2,2,"2013-04-30",6688,708,1,1,"0",0
3,2,"2013-04-30",5264,601,1,1,"0",0
4,2,"2013-04-30",5659,487,1,1,"0",0
5,2,"2013-04-30",14659,1346,1,1,"0",0
6,2,"2013-04-30",9781,828,1,1,"0",0
7,2,"2013-04-30",6373,660,1,1,"0",0
8,2,"2013-04-30",7049,544,1,1,"0",0
9,2,"2013-04-30",16414,2038,1,1,"0",0
10,2,"2013-04-30",8430,696,1,1,"0",0
11,2,"2013-04-30",21346,2580,1,1,"0",0
12,2,"2013-04-30",11145,921,1,1,"0",0
13,2,"2013-04-30",9060,1106,1,1,"0",0
14,2,"2013-04-30",5940,582,1,1,"0",0
15,2,"2013-04-30",11203,1156,1,1,"0",0
16,2,"2013-04-30",4092,442,1,1,"0",0
17,2,"2013-04-30",7253,613,1,1,"0",0
18,2,"2013-04-30",5969,427,1,1,"0",0
19,2,"2013-04-30",6231,510,1,1,"0",0
20,2,"2013-04-30",6527,872,1,1,"0",0
1,1,"2013-04-29",6707,744,1,1,"0",0
2,1,"2013-04-29",7684,738,1,1,"0",0
3,1,"2013-04-29",4755,477,1,1,"0",0
4,1,"2013-04-29",5937,507,1,1,"0",0
5,1,"2013-04-29",12935,1128,1,1,"0",0
6,1,"2013-04-29",9336,745,1,1,"0",0
7,1,"2013-04-29",6721,678,1,1,"0",0
8,1,"2013-04-29",7136,509,1,1,"0",0
9,1,"2013-04-29",12480,1745,1,1,"0",0
10,1,"2013-04-29",8407,655,1,1,"0",0
11,1,"2013-04-29",21741,2550,1,1,"0",0
12,1,"2013-04-29",10322,913,1,1,"0",0
13,1,"2013-04-29",8403,1012,1,1,"0",0
14,1,"2013-04-29",6104,574,1,1,"0",0
15,1,"2013-04-29",8650,981,1,1,"0",0
16,1,"2013-04-29",3995,443,1,1,"0",0
17,1,"2013-04-29",7905,617,1,1,"0",0
18,1,"2013-04-29",5134,375,1,1,"0",0
19,1,"2013-04-29",6086,458,1,1,"0",0
20,1,"2013-04-29",6415,844,1,1,"0",0
1,7,"2013-04-28",0,0,0,0,"0",0
2,7,"2013-04-28",0,0,0,0,"0",0
3,7,"2013-04-28",0,0,0,0,"0",0
4,7,"2013-04-28",0,0,0,0,"0",0
5,7,"2013-04-28",0,0,0,0,"0",0
6,7,"2013-04-28",0,0,0,0,"0",0
7,7,"2013-04-28",0,0,0,0,"0",0
8,7,"2013-04-28",0,0,0,0,"0",0
9,7,"2013-04-28",0,0,0,0,"0",0
10,7,"2013-04-28",0,0,0,0,"0",0
11,7,"2013-04-28",0,0,0,0,"0",0
12,7,"2013-04-28",0,0,0,0,"0",0
13,7,"2013-04-28",0,0,0,0,"0",0
14,7,"2013-04-28",0,0,0,0,"0",0
15,7,"2013-04-28",0,0,0,0,"0",0
16,7,"2013-04-28",0,0,0,0,"0",0
17,7,"2013-04-28",0,0,0,0,"0",0
18,7,"2013-04-28",0,0,0,0,"0",0
19,7,"2013-04-28",0,0,0,0,"0",0
20,7,"2013-04-28",0,0,0,0,"0",0
1,6,"2013-04-27",2134,297,1,0,"0",0
2,6,"2013-04-27",1606,163,1,0,"0",0
3,6,"2013-04-27",728,88,1,0,"0",0
4,6,"2013-04-27",3367,315,1,0,"0",0
5,6,"2013-04-27",7833,802,1,0,"0",0
6,6,"2013-04-27",6892,628,1,0,"0",0
7,6,"2013-04-27",3247,357,1,0,"0",0
8,6,"2013-04-27",4921,420,1,0,"0",0
9,6,"2013-04-27",8138,1223,1,0,"0",0
10,6,"2013-04-27",3902,349,1,0,"0",0
11,6,"2013-04-27",8959,1309,1,0,"0",0
12,6,"2013-04-27",4184,420,1,0,"0",0
13,6,"2013-04-27",4071,622,1,0,"0",0
14,6,"2013-04-27",1171,119,1,0,"0",0
15,6,"2013-04-27",4296,533,1,0,"0",0
16,6,"2013-04-27",2967,341,1,0,"0",0
17,6,"2013-04-27",5847,554,1,0,"0",0
18,6,"2013-04-27",4855,388,1,0,"0",0
19,6,"2013-04-27",2271,206,1,0,"0",0
20,6,"2013-04-27",2478,372,1,0,"0",0
1,5,"2013-04-26",4914,604,1,1,"0",0
2,5,"2013-04-26",4636,511,1,1,"0",0
3,5,"2013-04-26",3280,395,1,1,"0",0
4,5,"2013-04-26",5488,433,1,1,"0",0
5,5,"2013-04-26",9275,882,1,1,"0",0
6,5,"2013-04-26",9795,745,1,1,"0",0
7,5,"2013-04-26",4836,490,1,1,"0",0
8,5,"2013-04-26",5866,464,1,1,"0",0
9,5,"2013-04-26",9650,1387,1,1,"0",0
10,5,"2013-04-26",6395,546,1,1,"0",0
11,5,"2013-04-26",13252,1856,1,1,"0",0
12,5,"2013-04-26",7365,674,1,1,"0",0
13,5,"2013-04-26",6199,861,1,1,"0",0
14,5,"2013-04-26",3913,485,1,1,"0",0
15,5,"2013-04-26",7884,843,1,1,"0",0
16,5,"2013-04-26",3238,366,1,1,"0",0
17,5,"2013-04-26",6826,583,1,1,"0",0
18,5,"2013-04-26",5860,423,1,1,"0",0
19,5,"2013-04-26",5462,440,1,1,"0",0
20,5,"2013-04-26",4832,748,1,1,"0",0
1,4,"2013-04-25",4689,571,1,1,"0",0
2,4,"2013-04-25",5168,569,1,1,"0",0
3,4,"2013-04-25",3011,334,1,1,"0",0
4,4,"2013-04-25",4397,377,1,1,"0",0
5,4,"2013-04-25",9065,977,1,1,"0",0
6,4,"2013-04-25",6870,587,1,1,"0",0
7,4,"2013-04-25",4405,496,1,1,"0",0
8,4,"2013-04-25",5348,464,1,1,"0",0
9,4,"2013-04-25",10077,1518,1,1,"0",0
10,4,"2013-04-25",6212,520,1,1,"0",0
11,4,"2013-04-25",14059,1952,1,1,"0",0
12,4,"2013-04-25",8152,734,1,1,"0",0
13,4,"2013-04-25",6335,985,1,1,"0",0
14,4,"2013-04-25",4630,466,1,1,"0",0
15,4,"2013-04-25",7671,873,1,1,"0",0
16,4,"2013-04-25",2993,362,1,1,"0",0
17,4,"2013-04-25",5343,467,1,1,"0",0
18,4,"2013-04-25",4785,343,1,1,"0",0
19,4,"2013-04-25",4251,378,1,1,"0",0
20,4,"2013-04-25",4715,747,1,1,"0",0
1,3,"2013-04-24",6260,766,1,1,"0",0
2,3,"2013-04-24",5699,631,1,1,"0",0
3,3,"2013-04-24",3566,348,1,1,"0",0
4,3,"2013-04-24",3545,336,1,1,"0",0
5,3,"2013-04-24",10630,1044,1,1,"0",0
6,3,"2013-04-24",6324,518,1,1,"0",0
7,3,"2013-04-24",4460,483,1,1,"0",0
8,3,"2013-04-24",5254,446,1,1,"0",0
9,3,"2013-04-24",10490,1514,1,1,"0",0
10,3,"2013-04-24",5913,510,1,1,"0",0
11,3,"2013-04-24",16360,2084,1,1,"0",0
12,3,"2013-04-24",8357,716,1,1,"0",0
13,3,"2013-04-24",6691,1000,1,1,"0",0
14,3,"2013-04-24",4048,439,1,1,"0",0
15,3,"2013-04-24",6939,846,1,1,"0",0
16,3,"2013-04-24",3445,405,1,1,"0",0
17,3,"2013-04-24",5368,443,1,1,"0",0
18,3,"2013-04-24",3769,292,1,1,"0",0
19,3,"2013-04-24",4915,416,1,1,"0",0
20,3,"2013-04-24",5385,779,1,1,"0",0
1,2,"2013-04-23",5775,634,1,1,"0",0
2,2,"2013-04-23",6874,681,1,1,"0",0
3,2,"2013-04-23",4487,534,1,1,"0",0
4,2,"2013-04-23",4780,369,1,1,"0",0
5,2,"2013-04-23",11600,1028,1,1,"0",0
6,2,"2013-04-23",6782,555,1,1,"0",0
7,2,"2013-04-23",5699,571,1,1,"0",0
8,2,"2013-04-23",5121,462,1,1,"0",0
9,2,"2013-04-23",12019,1591,1,1,"0",0
10,2,"2013-04-23",7257,600,1,1,"0",0
11,2,"2013-04-23",18866,2382,1,1,"0",0
12,2,"2013-04-23",9052,818,1,1,"0",0
13,2,"2013-04-23",8166,1090,1,1,"0",0
14,2,"2013-04-23",4907,508,1,1,"0",0
15,2,"2013-04-23",7911,892,1,1,"0",0
16,2,"2013-04-23",3675,435,1,1,"0",0
17,2,"2013-04-23",6204,506,1,1,"0",0
18,2,"2013-04-23",4049,308,1,1,"0",0
19,2,"2013-04-23",5440,441,1,1,"0",0
20,2,"2013-04-23",5671,755,1,1,"0",0
1,1,"2013-04-22",6774,719,1,1,"0",0
2,1,"2013-04-22",7722,707,1,1,"0",0
3,1,"2013-04-22",5298,503,1,1,"0",0
4,1,"2013-04-22",6549,525,1,1,"0",0
5,1,"2013-04-22",13870,1193,1,1,"0",0
6,1,"2013-04-22",8868,699,1,1,"0",0
7,1,"2013-04-22",7123,658,1,1,"0",0
8,1,"2013-04-22",6569,559,1,1,"0",0
9,1,"2013-04-22",12024,1734,1,1,"0",0
10,1,"2013-04-22",7992,680,1,1,"0",0
11,1,"2013-04-22",19879,2380,1,1,"0",0
12,1,"2013-04-22",11308,918,1,1,"0",0
13,1,"2013-04-22",8281,1109,1,1,"0",0
14,1,"2013-04-22",6330,576,1,1,"0",0
15,1,"2013-04-22",8675,1002,1,1,"0",0
16,1,"2013-04-22",3940,454,1,1,"0",0
17,1,"2013-04-22",7316,581,1,1,"0",0
18,1,"2013-04-22",5004,350,1,1,"0",0
19,1,"2013-04-22",5930,457,1,1,"0",0
20,1,"2013-04-22",6607,826,1,1,"0",0
1,7,"2013-04-21",0,0,0,0,"0",0
2,7,"2013-04-21",0,0,0,0,"0",0
3,7,"2013-04-21",0,0,0,0,"0",0
4,7,"2013-04-21",0,0,0,0,"0",0
5,7,"2013-04-21",0,0,0,0,"0",0
6,7,"2013-04-21",0,0,0,0,"0",0
7,7,"2013-04-21",0,0,0,0,"0",0
8,7,"2013-04-21",0,0,0,0,"0",0
9,7,"2013-04-21",0,0,0,0,"0",0
10,7,"2013-04-21",0,0,0,0,"0",0
11,7,"2013-04-21",0,0,0,0,"0",0
12,7,"2013-04-21",0,0,0,0,"0",0
13,7,"2013-04-21",0,0,0,0,"0",0
14,7,"2013-04-21",0,0,0,0,"0",0
15,7,"2013-04-21",0,0,0,0,"0",0
16,7,"2013-04-21",0,0,0,0,"0",0
17,7,"2013-04-21",0,0,0,0,"0",0
18,7,"2013-04-21",0,0,0,0,"0",0
19,7,"2013-04-21",0,0,0,0,"0",0
20,7,"2013-04-21",0,0,0,0,"0",0
1,6,"2013-04-20",2701,341,1,0,"0",0
2,6,"2013-04-20",1671,181,1,0,"0",0
3,6,"2013-04-20",741,99,1,0,"0",0
4,6,"2013-04-20",3142,303,1,0,"0",0
5,6,"2013-04-20",7685,832,1,0,"0",0
6,6,"2013-04-20",6664,691,1,0,"0",0
7,6,"2013-04-20",2783,330,1,0,"0",0
8,6,"2013-04-20",4314,416,1,0,"0",0
9,6,"2013-04-20",9043,1369,1,0,"0",0
10,6,"2013-04-20",3673,340,1,0,"0",0
11,6,"2013-04-20",9726,1399,1,0,"0",0
12,6,"2013-04-20",4607,435,1,0,"0",0
13,6,"2013-04-20",4171,630,1,0,"0",0
14,6,"2013-04-20",1451,136,1,0,"0",0
15,6,"2013-04-20",4265,536,1,0,"0",0
16,6,"2013-04-20",2450,354,1,0,"0",0
17,6,"2013-04-20",4932,480,1,0,"0",0
18,6,"2013-04-20",4582,354,1,0,"0",0
19,6,"2013-04-20",2471,257,1,0,"0",0
20,6,"2013-04-20",3348,494,1,0,"0",0
1,5,"2013-04-19",3525,466,1,0,"0",0
2,5,"2013-04-19",3958,491,1,0,"0",0
3,5,"2013-04-19",2188,313,1,0,"0",0
4,5,"2013-04-19",3490,356,1,0,"0",0
5,5,"2013-04-19",7525,847,1,0,"0",0
6,5,"2013-04-19",6376,646,1,0,"0",0
7,5,"2013-04-19",3670,413,1,0,"0",0
8,5,"2013-04-19",4216,421,1,0,"0",0
9,5,"2013-04-19",9020,1400,1,0,"0",0
10,5,"2013-04-19",5816,514,1,0,"0",0
11,5,"2013-04-19",11831,1776,1,0,"0",0
12,5,"2013-04-19",5556,605,1,0,"0",0
13,5,"2013-04-19",4579,753,1,0,"0",0
14,5,"2013-04-19",3236,399,1,0,"0",0
15,5,"2013-04-19",6763,877,1,0,"0",0
16,5,"2013-04-19",2949,355,1,0,"0",0
17,5,"2013-04-19",4652,428,1,0,"0",0
18,5,"2013-04-19",4815,402,1,0,"0",0
19,5,"2013-04-19",3650,358,1,0,"0",0
20,5,"2013-04-19",3819,619,1,0,"0",0
1,4,"2013-04-18",3516,517,1,0,"0",0
2,4,"2013-04-18",4115,541,1,0,"0",0
3,4,"2013-04-18",1893,271,1,0,"0",0
4,4,"2013-04-18",3051,310,1,0,"0",0
5,4,"2013-04-18",6980,820,1,0,"0",0
6,4,"2013-04-18",5535,550,1,0,"0",0
7,4,"2013-04-18",3395,431,1,0,"0",0
8,4,"2013-04-18",4348,401,1,0,"0",0
9,4,"2013-04-18",8976,1416,1,0,"0",0
10,4,"2013-04-18",4565,452,1,0,"0",0
11,4,"2013-04-18",11797,1724,1,0,"0",0
12,4,"2013-04-18",5596,576,1,0,"0",0
13,4,"2013-04-18",4806,853,1,0,"0",0
14,4,"2013-04-18",2770,342,1,0,"0",0
15,4,"2013-04-18",5716,773,1,0,"0",0
16,4,"2013-04-18",2774,347,1,0,"0",0
17,4,"2013-04-18",4274,428,1,0,"0",0
18,4,"2013-04-18",3841,307,1,0,"0",0
19,4,"2013-04-18",3254,324,1,0,"0",0
20,4,"2013-04-18",3389,587,1,0,"0",0
1,3,"2013-04-17",4776,683,1,0,"0",0
2,3,"2013-04-17",4330,554,1,0,"0",0
3,3,"2013-04-17",2051,248,1,0,"0",0
4,3,"2013-04-17",2976,290,1,0,"0",0
5,3,"2013-04-17",7400,824,1,0,"0",0
6,3,"2013-04-17",5115,476,1,0,"0",0
7,3,"2013-04-17",2821,367,1,0,"0",0
8,3,"2013-04-17",4617,415,1,0,"0",0
9,3,"2013-04-17",8409,1388,1,0,"0",0
10,3,"2013-04-17",4337,441,1,0,"0",0
11,3,"2013-04-17",11629,1783,1,0,"0",0
12,3,"2013-04-17",5233,601,1,0,"0",0
13,3,"2013-04-17",5001,834,1,0,"0",0
14,3,"2013-04-17",2613,328,1,0,"0",0
15,3,"2013-04-17",4866,713,1,0,"0",0
16,3,"2013-04-17",2102,336,1,0,"0",0
17,3,"2013-04-17",3556,367,1,0,"0",0
18,3,"2013-04-17",3271,260,1,0,"0",0
19,3,"2013-04-17",3202,322,1,0,"0",0
20,3,"2013-04-17",3941,637,1,0,"0",0
1,2,"2013-04-16",4059,542,1,0,"0",0
2,2,"2013-04-16",4212,497,1,0,"0",0
3,2,"2013-04-16",1925,332,1,0,"0",0
4,2,"2013-04-16",3064,303,1,0,"0",0
5,2,"2013-04-16",7124,892,1,0,"0",0
6,2,"2013-04-16",5598,538,1,0,"0",0
7,2,"2013-04-16",3178,426,1,0,"0",0
8,2,"2013-04-16",3961,405,1,0,"0",0
9,2,"2013-04-16",8967,1473,1,0,"0",0
10,2,"2013-04-16",4393,458,1,0,"0",0
11,2,"2013-04-16",12643,1865,1,0,"0",0
12,2,"2013-04-16",5324,599,1,0,"0",0
13,2,"2013-04-16",5386,859,1,0,"0",0
14,2,"2013-04-16",2810,368,1,0,"0",0
15,2,"2013-04-16",5953,849,1,0,"0",0
16,2,"2013-04-16",2629,321,1,0,"0",0
17,2,"2013-04-16",3685,384,1,0,"0",0
18,2,"2013-04-16",2859,249,1,0,"0",0
19,2,"2013-04-16",3073,327,1,0,"0",0
20,2,"2013-04-16",4391,694,1,0,"0",0
1,1,"2013-04-15",3850,548,1,0,"0",0
2,1,"2013-04-15",3833,486,1,0,"0",0
3,1,"2013-04-15",1557,239,1,0,"0",0
4,1,"2013-04-15",2371,259,1,0,"0",0
5,1,"2013-04-15",7197,822,1,0,"0",0
6,1,"2013-04-15",4559,456,1,0,"0",0
7,1,"2013-04-15",2968,388,1,0,"0",0
8,1,"2013-04-15",4388,431,1,0,"0",0
9,1,"2013-04-15",9004,1521,1,0,"0",0
10,1,"2013-04-15",4790,450,1,0,"0",0
11,1,"2013-04-15",11823,1862,1,0,"0",0
12,1,"2013-04-15",5533,588,1,0,"0",0
13,1,"2013-04-15",4992,851,1,0,"0",0
14,1,"2013-04-15",2872,383,1,0,"0",0
15,1,"2013-04-15",5370,745,1,0,"0",0
16,1,"2013-04-15",2604,368,1,0,"0",0
17,1,"2013-04-15",3103,347,1,0,"0",0
18,1,"2013-04-15",3480,281,1,0,"0",0
19,1,"2013-04-15",3332,318,1,0,"0",0
20,1,"2013-04-15",4705,721,1,0,"0",0
1,7,"2013-04-14",0,0,0,0,"0",0
2,7,"2013-04-14",0,0,0,0,"0",0
3,7,"2013-04-14",0,0,0,0,"0",0
4,7,"2013-04-14",0,0,0,0,"0",0
5,7,"2013-04-14",0,0,0,0,"0",0
6,7,"2013-04-14",0,0,0,0,"0",0
7,7,"2013-04-14",0,0,0,0,"0",0
8,7,"2013-04-14",0,0,0,0,"0",0
9,7,"2013-04-14",0,0,0,0,"0",0
10,7,"2013-04-14",0,0,0,0,"0",0
11,7,"2013-04-14",0,0,0,0,"0",0
12,7,"2013-04-14",0,0,0,0,"0",0
13,7,"2013-04-14",0,0,0,0,"0",0
14,7,"2013-04-14",0,0,0,0,"0",0
15,7,"2013-04-14",0,0,0,0,"0",0
16,7,"2013-04-14",0,0,0,0,"0",0
17,7,"2013-04-14",0,0,0,0,"0",0
18,7,"2013-04-14",0,0,0,0,"0",0
19,7,"2013-04-14",0,0,0,0,"0",0
20,7,"2013-04-14",0,0,0,0,"0",0
1,6,"2013-04-13",2561,324,1,0,"0",0
2,6,"2013-04-13",1859,171,1,0,"0",0
3,6,"2013-04-13",906,116,1,0,"0",0
4,6,"2013-04-13",3194,316,1,0,"0",0
5,6,"2013-04-13",7853,869,1,0,"0",0
6,6,"2013-04-13",6825,663,1,0,"0",0
7,6,"2013-04-13",3217,386,1,0,"0",0
8,6,"2013-04-13",4699,424,1,0,"0",0
9,6,"2013-04-13",9451,1440,1,0,"0",0
10,6,"2013-04-13",4122,357,1,0,"0",0
11,6,"2013-04-13",9079,1329,1,0,"0",0
12,6,"2013-04-13",4084,421,1,0,"0",0
13,6,"2013-04-13",4982,807,1,0,"0",0
14,6,"2013-04-13",1021,113,1,0,"0",0
15,6,"2013-04-13",3857,558,1,0,"0",0
16,6,"2013-04-13",3052,396,1,0,"0",0
17,6,"2013-04-13",5219,512,1,0,"0",0
18,6,"2013-04-13",4297,330,1,0,"0",0
19,6,"2013-04-13",2342,227,1,0,"0",0
20,6,"2013-04-13",2940,441,1,0,"0",0
1,5,"2013-04-12",4334,519,1,1,"0",0
2,5,"2013-04-12",5164,517,1,1,"0",0
3,5,"2013-04-12",3515,390,1,1,"0",0
4,5,"2013-04-12",4617,444,1,1,"0",0
5,5,"2013-04-12",11474,1126,1,1,"0",0
6,5,"2013-04-12",9231,738,1,1,"0",0
7,5,"2013-04-12",5333,552,1,1,"0",0
8,5,"2013-04-12",5682,502,1,1,"0",0
9,5,"2013-04-12",11424,1595,1,1,"0",0
10,5,"2013-04-12",7224,619,1,1,"0",0
11,5,"2013-04-12",14212,1925,1,1,"0",0
12,5,"2013-04-12",9462,746,1,1,"0",0
13,5,"2013-04-12",7725,984,1,1,"0",0
14,5,"2013-04-12",4543,496,1,1,"0",0
15,5,"2013-04-12",10503,1023,1,1,"0",0
16,5,"2013-04-12",3563,426,1,1,"0",0
17,5,"2013-04-12",6100,542,1,1,"0",0
18,5,"2013-04-12",6258,461,1,1,"0",0
19,5,"2013-04-12",5678,465,1,1,"0",0
20,5,"2013-04-12",4472,651,1,1,"0",0
1,4,"2013-04-11",5301,606,1,1,"0",0
2,4,"2013-04-11",5621,597,1,1,"0",0
3,4,"2013-04-11",2757,330,1,1,"0",0
4,4,"2013-04-11",4934,418,1,1,"0",0
5,4,"2013-04-11",10500,973,1,1,"0",0
6,4,"2013-04-11",8229,666,1,1,"0",0
7,4,"2013-04-11",5526,577,1,1,"0",0
